filename,locality,condition,take,model,ground_truth,transcript,transcript_normalized,wer,cer,entity_hit,fuzzy_score,latency_ms,error
banashankari_noisy_01.wav,banashankari,noisy,01,whisper,मैं बनशंकरी में रहता हूँ,मैं एक्चुली बनशंकुरी में हूँ,मैं एक्चुली बनशंकुरी में हूँ,0.6,0.5833,1,85.71428571428572,1994.9377,
bellandur_noisy_01.wav,bellandur,noisy,01,whisper,बेलंदूर में फ्लैट लेना है,मुझे बेलंदूर में फ्लाट लेना है,मुझे बेलंदूर में फ्लाट लेना है,0.4,0.24,1,100.0,1052.7937,
bommanahalli_whispered_01.wav,bommanahalli,whispered,01,whisper,बोम्मनहल्ली में हूँ मैं,को मन हल्ली में हो मैं आर हूँ,को मन हल्ली में हो मैं आर हूँ,1.5,0.5652,0,72.72727272727273,849.2351,
btm-layout_phone_01.wav,btm-layout,phone,01,whisper,BTM लेआउट से कॉल कर रहा हूँ,बेम्टी लेयाउट से कॉल कर रहा हूँ,बेम्टी लेयाउट से कॉल कर रहा हूँ,0.2857,0.2963,0,58.33333333333333,1013.3538,
electronic-city_noisy_01.wav,electronic-city,noisy,01,whisper,Electronic City में जॉब मिल सकती है क्या,इलेक्ट्रोनिक सिटी में जॉब लुट सकती है जा,इलेक्ट्रोनिक सिटी में जॉब लुट सकती है जा,0.5,0.55,1,94.11764705882352,1220.8804,
hebbal_quiet_01.wav,hebbal,quiet,01,whisper,हेब्बल के पास कोई जॉब है क्या,हेबल के पास कोई जॉब है क्या?,हेबल के पास कोई जॉब है क्या,0.1429,0.069,1,80.0,951.5842,
hsr-layout_phone_01.wav,hsr-layout,phone,01,whisper,भाई HSR लेआउट में आ जाओ,HSR Layout में रहता हूँ भाई,hsr layout में रहता हूँ भाई,0.8333,0.8696,1,100.0,812.5422,
indiranagar_quiet_01.wav,indiranagar,quiet,01,whisper,मेरा घर इंदिरानगर में है,मेरा घर इंद्रानगर में है भाई,मेरा घर इंद्रानगर में है भाई,0.4,0.2083,1,88.88888888888889,936.4681,
jayanagar_quiet_01.wav,jayanagar,quiet,01,whisper,जयनगर में एक रूम ढूंढ रहा हूँ,जैनगर में एक रूम ढूंढ रहा हूँ,जैनगर में एक रूम ढूंढ रहा हूँ,0.1429,0.0345,1,80.0,991.8138,
koramangala_quiet_01.wav,koramangala,quiet,01,whisper,हाँ मैं कोरमंगला में रहता हूँ,हाँ भाई मैं कूरा मंगला में रहता हूँ,हाँ भाई मैं कूरा मंगला में रहता हूँ,0.5,0.2414,1,75.0,1035.8715,
kr-puram_phone_01.wav,kr-puram,phone,01,whisper,KR पुरम में हूँ मैं,केयर पुरम में काम दून रहा हूँ,केयर पुरम में काम दून रहा हूँ,1.0,0.8947,1,88.88888888888889,1011.6905,
majestic_whispered_01.wav,majestic,whispered,01,whisper,मैजेस्टिक बस स्टैंड के पास रहता हूँ,मैं जी स्टिक बस्टांड के पास रहता हूँ,मैं जी स्टिक बस्टांड के पास रहता हूँ,0.5714,0.2,0,66.66666666666667,1186.751,
marathahalli_noisy_01.wav,marathahalli,noisy,01,whisper,भाई मराठाहल्ली में रहता हूँ मैं,मैं मारा धाली में रहता हूँ मैं,मैं मारा धाली में रहता हूँ मैं,0.5,0.2581,0,60.0,1046.8589,
peenya_whispered_01.wav,peenya,whispered,01,whisper,पीन्या में रहता हूँ,मिया मेरा इंतिमून है,मिया मेरा इंतिमून है,1.0,0.7368,0,40.0,1067.7546,
rajajinagar_phone_01.wav,rajajinagar,phone,01,whisper,राजाजीनगर में काम ढूंढ रहा हूँ,राजजी नगर में मैं काम ढून रहा हूँ,राजजी नगर में मैं काम ढून रहा हूँ,0.6667,0.2667,1,88.88888888888889,1367.3363,
sarjapur_whispered_01.wav,sarjapur,whispered,01,whisper,सरजापुर रोड के पास हूँ,सरजापूर रोड के पास हूँ मैं,सरजापूर रोड के पास हूँ मैं,0.4,0.2273,1,85.71428571428572,935.4404,
silk-board_noisy_01.wav,silk-board,noisy,01,whisper,Silk Board के पास हूँ अभी,सिल्फ बोर्ड के पास हुआ अभी मैं,सिल्फ बोर्ड के पास हुआ अभी मैं,0.6667,0.64,1,90.9090909090909,958.0826,
whitefield_quiet_01.wav,whitefield,quiet,01,whisper,मैं Whitefield से हूँ,मैं वाइट फिल्ड से हूँ,मैं वाइट फिल्ड से हूँ,0.5,0.4762,0,72.72727272727273,859.3276,
yelahanka_phone_01.wav,yelahanka,phone,01,whisper,येलहंका एरिया में कोई वेकेंसी है,अनुका एरिया में कोई बैकेंस नहीं है क्या?,अनुका एरिया में कोई बैकेंस नहीं है क्या,0.6667,0.5,0,42.85714285714286,1067.9146,
yeshwantpur_whispered_01.wav,yeshwantpur,whispered,01,whisper,यशवंतपुर स्टेशन के पास,यश्वन्तपूर स्टेशन के पास,यश्वन्तपूर स्टेशन के पास,0.25,0.1818,0,62.5,931.856,
