filename,locality,condition,take,model,ground_truth,transcript,transcript_normalized,wer,cer,entity_hit,fuzzy_score,latency_ms,error
banashankari_noisy_01.wav,banashankari,noisy,01,deepgram,मैं बनशंकरी में रहता हूँ,मैं actually वन शंकरी में हूं.,मैं actually वन शंकरी में हूं,1.0,0.7083,1,85.71428571428572,877.5973,
bellandur_noisy_01.wav,bellandur,noisy,01,deepgram,बेलंदूर में फ्लैट लेना है,मुझे बेलन दूर में flat लेना है.,मुझे बेलन दूर में flat लेना है,0.8,0.48,0,71.42857142857143,643.4156,
bommanahalli_whispered_01.wav,bommanahalli,whispered,01,deepgram,बोम्मनहल्ली में हूँ मैं,कोमल हिंदी में हूं मैं यार.,कोमल हिंदी में हूं मैं यार,1.0,0.5217,0,40.0,528.436,
btm-layout_phone_01.wav,btm-layout,phone,01,deepgram,BTM लेआउट से कॉल कर रहा हूँ,BMT layout से call कर रहा हूं.,bmt layout से call कर रहा हूं,0.5714,0.4815,1,90.0,454.0371,
electronic-city_noisy_01.wav,electronic-city,noisy,01,deepgram,Electronic City में जॉब मिल सकती है क्या,Electronic city में job मिल सकती है क्या?,electronic city में job मिल सकती है क्या,0.125,0.075,1,100.0,605.1494,
hebbal_quiet_01.wav,hebbal,quiet,01,deepgram,हेब्बल के पास कोई जॉब है क्या,हैबल के पास कोई job है क्या?,हैबल के पास कोई job है क्या,0.2857,0.2069,0,60.0,560.0679,
hsr-layout_phone_01.wav,hsr-layout,phone,01,deepgram,भाई HSR लेआउट में आ जाओ,HSR layout में रहता हूं भाई.,hsr layout में रहता हूं भाई,0.8333,0.8696,1,100.0,565.2994,
indiranagar_quiet_01.wav,indiranagar,quiet,01,deepgram,मेरा घर इंदिरानगर में है,मेरा घर इंदिरा नगर में है भाई.,मेरा घर इंदिरा नगर में है भाई,0.6,0.2083,1,88.88888888888889,435.821,
jayanagar_quiet_01.wav,jayanagar,quiet,01,deepgram,जयनगर में एक रूम ढूंढ रहा हूँ,जयनगर में एक room ढूंढ रहा हूं.,जयनगर में एक room ढूंढ रहा हूं,0.2857,0.1724,1,100.0,556.5753,
koramangala_quiet_01.wav,koramangala,quiet,01,deepgram,हाँ मैं कोरमंगला में रहता हूँ,हां भाई मैं कोरा मंगला में रहता हूं.,हां भाई मैं कोरा मंगला में रहता हूं,0.8333,0.2759,1,75.0,369.4524,
kr-puram_phone_01.wav,kr-puram,phone,01,deepgram,KR पुरम में हूँ मैं,Care में काम ढूंढ रहा हूं.,care में काम ढूंढ रहा हूं,1.2,0.8947,0,33.333333333333336,525.0709,
majestic_whispered_01.wav,majestic,whispered,01,deepgram,मैजेस्टिक बस स्टैंड के पास रहता हूँ,Logistic bus stand के पास रहता हूं.,logistic bus stand के पास रहता हूं,0.5714,0.5429,0,50.0,339.1656,
marathahalli_noisy_01.wav,marathahalli,noisy,01,deepgram,भाई मराठाहल्ली में रहता हूँ मैं,भाई मरा थाली में रहो चौक से आए.,भाई मरा थाली में रहो चौक से आए,1.0,0.4839,0,60.0,296.1683,
peenya_whispered_01.wav,peenya,whispered,01,deepgram,पीन्या में रहता हूँ,में run की हूं मैं.,में run की हूं मैं,1.25,0.8421,0,16.666666666666664,407.9075,
rajajinagar_phone_01.wav,rajajinagar,phone,01,deepgram,राजाजीनगर में काम ढूंढ रहा हूँ,राजा जी नगर में मैं काम ढूंढ रहा हूं.,राजा जी नगर में मैं काम ढूंढ रहा हूं,0.8333,0.2333,1,77.77777777777779,362.2527,
sarjapur_whispered_01.wav,sarjapur,whispered,01,deepgram,सरजापुर रोड के पास हूँ,सरजापुर road के पास हूं मैं.,सरजापुर road के पास हूं मैं,0.6,0.4091,1,100.0,517.1561,
silk-board_noisy_01.wav,silk-board,noisy,01,deepgram,Silk Board के पास हूँ अभी,Silk board के पास हुआ अभी मैं.,silk board के पास हुआ अभी मैं,0.3333,0.24,1,100.0,941.3886,
whitefield_quiet_01.wav,whitefield,quiet,01,deepgram,मैं Whitefield से हूँ,मैं Whitefield से हूं.,मैं whitefield से हूं,0.25,0.0476,1,100.0,324.4568,
yelahanka_phone_01.wav,yelahanka,phone,01,deepgram,येलहंका एरिया में कोई वेकेंसी है,Uncle area मे कोई batence नहीं है क्या?,uncle area मे कोई batence नहीं है क्या,1.0,0.9062,0,42.85714285714286,656.7648,
yeshwantpur_whispered_01.wav,yeshwantpur,whispered,01,deepgram,यशवंतपुर स्टेशन के पास,यशवंतपुर station के पास.,यशवंतपुर station के पास,0.25,0.3182,1,100.0,515.4739,
